# vostok matching ledger - generated by vostok.ledger.store. DO NOT hand-edit.
#   one row per target function; the derived roster is rebuilt from report.json
#
#   cur    fuzzy % in this build (noisy under LTCG/ICF)
#   max    peak for THIS source body (`hash`); resets only when `hash` changes.
#          Campaign goal: drive every max to 100.
#   hist   all-time peak; NEVER resets. hist > max = we had it better once.
#   tries  matcher dispatches that included this function (high = hard to match).
#          It moves ONLY when someone runs `vostok ledger tried` - a build that
#          changes the body does NOT bump it.
#   hash   12 hex chars of the function's own source body. Module/TU context is
#          deliberately excluded - it is diagnosis, not a gate.
#   cls    MATCH (statements identical) | SIZE (same count+geometry, bytes
#          differ) | QUANTITY (counts differ) | SPLIT (counts equal, unpairable)
#   status done (max>=100) | inprogress | blocked (something missing) |
#          parked (failed to raise it further)
mangled	unit	module	status	cls	cur	max	hist	tries	size	flags	hash	note
?notify_unpinned_object@managed_allocator_base@memory@vostok@@IAEXXZ	vostok/core/sources/managed_allocator_base.cpp	core	done	MATCH	100	100	100	1	13	f	9f73025c738f	auto: at 100% ceiling, demoted from queue
?notify_xbox_debugger@debug@vostok@@YAXPBD@Z	vostok/debug/sources/debug_win.cpp	debug	done	MATCH	100	100	100	1	5		43eb3e233fb0	auto: at 100% ceiling, demoted from queue
?numChildrenGet@DisplayObjectContainer@fl_display@Instances@AS3@GFx@Scaleform@@QAEXAAJ@Z	src/gfx/as3/obj/display/as3_obj_display_stage.cpp	gfx	done	MATCH	100	100	100	0	18	f		
?numControllersGet@Extensions@fl_gfx@Classes@AS3@GFx@Scaleform@@QAEXAAK@Z	src/gfx/as3/obj/gfx/as3_obj_gfx_extensions.cpp	gfx	done	MATCH	100	100	100	0	43	f		
?numFocusGroupsGet@FocusManager@fl_gfx@Classes@AS3@GFx@Scaleform@@QAEXAAK@Z	src/gfx/as3/obj/gfx/as3_obj_gfx_focusmanager.cpp	gfx	inprogress	MATCH	99.875	99.875	99.875	0	30	f		
?numFramesGet@Scene@fl_display@Instances@AS3@GFx@Scaleform@@QAEXAAJ@Z	src/gfx/as3/obj/display/as3_obj_display_scene.cpp	gfx	done	MATCH	100	100	100	0	44	f		
?numLinesGet@TextField@fl_text@Instances@AS3@GFx@Scaleform@@QAEXAAJ@Z	src/gfx/as3/obj/text/as3_obj_text_textfield.cpp	gfx	done	MATCH	100	100	100	0	23	f		
?numLockGet@Keyboard@fl_ui@Classes@AS3@GFx@Scaleform@@QAEXAA_N@Z	src/gfx/as3/obj/ui/as3_obj_ui_keyboard.cpp	gfx	inprogress	MATCH	99.9375	99.9375	99.9375	0	52	f		
?objectEncodingGet@ByteArray@fl_utils@Instances@AS3@GFx@Scaleform@@QAEXAAK@Z	src/gfx/as3/obj/utils/as3_obj_utils_bytearray.cpp	gfx	done	MATCH	100	100	100	0	18	f		
?objectEncodingGet@NetConnection@fl_net@Instances@AS3@GFx@Scaleform@@QAEXAAK@Z	src/gfx/as3/obj/net/as3_obj_net_netconnection.cpp	gfx	done	MATCH	100	100	100	0	26	f		
?objectEncodingGet@SharedObject@fl_net@Instances@AS3@GFx@Scaleform@@QAEXAAK@Z	src/gfx/as3/obj/net/as3_obj_net_sharedobject.cpp	gfx	done	MATCH	100	100	100	0	26	f		
?objectEncodingGet@Socket@fl_net@Instances@AS3@GFx@Scaleform@@QAEXAAK@Z	src/gfx/as3/obj/net/as3_obj_net_socket.cpp	gfx	inprogress	MATCH	99.8333	99.8333	99.8333	0	18	f		
?objectEncodingSet@ByteArray@fl_utils@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@K@Z	src/gfx/as3/obj/utils/as3_obj_utils_bytearray.cpp	gfx	done	MATCH	100	100	100	0	92	f		
?objectEncodingSet@NetConnection@fl_net@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@K@Z	src/gfx/as3/obj/net/as3_obj_net_netconnection.cpp	gfx	done	MATCH	100	100	100	0	32	f		
?objectEncodingSet@SharedObject@fl_net@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@K@Z	src/gfx/as3/obj/net/as3_obj_net_sharedobject.cpp	gfx	done	MATCH	100	100	100	0	32	f		
?objectEncodingSet@Socket@fl_net@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@K@Z	src/gfx/as3/obj/net/as3_obj_net_socket.cpp	gfx	inprogress	MATCH	99.6	99.6	99.6	0	16	f		
?objectIDGet@ExternalInterface@fl_external@Classes@AS3@GFx@Scaleform@@QAEXAAVASString@56@@Z	src/gfx/as3/obj/external/as3_obj_external_externalinterface.cpp	gfx	done	MATCH	100	100	100	0	109	f		
?objectQuerySingle@btCollisionWorld@@SAXPBVbtConvexShape@@ABVbtTransform@@1PAVbtCollisionObject@@PBVbtCollisionShape@@1AAUConvexResultCallback@1@M@Z	bullet/bulletcollision/collisiondispatch/btcollisionworld.cpp	bullet	inprogress	QUANTITY	28.5041	28.5041	31.6031	0	5639			
?object_count@loose_oct_tree@collision@vostok@@QBEIXZ	vostok/collision/sources/loose_oct_tree.cpp	collision	done	MATCH	100	100	100	1	4	f	62a56b4c0f17	auto: at 100% ceiling, demoted from queue
?object_query@bullet_physics_world@physics@vostok@@UAEXQAVbt_collision_shape@23@ABVfloat4x4@math@3@1AAV?$vectora@Uclosest_ray_result@physics@vostok@@@3@GG@Z	vostok/physics/sources/bullet_physics_world.cpp	physics	done	MATCH	99.998	99.998	99.998	0	2560		ccbd50e35369	[DONE 99.21%] Logging is still not done properly
?observe_resource_destruction@query_result@resources@vostok@@AAEXPAVresource_base@23@@Z	vostok/core/sources/resources_query_result.cpp	core	done	MATCH	100	100	100	1	28	f	8ab5e36053a5	auto: at 100% ceiling, demoted from queue
?occluded@stage_visibility@render@vostok@@ABE_NI@Z	vostok/render/engine/sources/stage_visibility.cpp	render	done	MATCH	100	100	100	1	22	f	8b221799a7b8	reconstructed visibility caller cone from target PDB/disassembly
?occlusion_culling@stage_visibility@render@vostok@@AAEXXZ	vostok/render/engine/sources/stage_visibility.cpp	render	done	MATCH	100	100	100	3	152	f	84621c1e90d7	Source structure is exact (10/10 addressed statements; portals call line delta +11/+11). The sole residual is proven LTCG argument passing at the get_results_and_prepare_bounds_portals call boundary: target emits mov eax, esi; base emits push esi, making 0x98 vs 0x97 bytes. Revisit when caller/callee compiler context aligns; do not steer the calling convention.
?octant_index@collision@vostok@@YAEABVfloat3@math@2@@Z	vostok/collision/sources/loose_oct_tree_inline.h	collision	done	MATCH	100	100	100	1	63	f	b8ebd5f1959d	auto: at 100% ceiling, demoted from queue
?octant_vector@collision@vostok@@YA?AVfloat3@math@2@H@Z	vostok/collision/sources/loose_oct_tree_inline.h	collision	done	MATCH	100	100	100	1	69	f	362f8d98a80b	auto: at 100% ceiling, demoted from queue
?offset@Point@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@NN@Z	src/gfx/as3/obj/geom/as3_obj_geom_point.cpp	gfx	done	MATCH	100	100	100	0	23	f		
?offset@Rectangle@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@NN@Z	src/gfx/as3/obj/geom/as3_obj_geom_rectangle.cpp	gfx	done	MATCH	100	100	100	0	23	f		
?offsetPoint@Rectangle@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@PAVPoint@23456@@Z	src/gfx/as3/obj/geom/as3_obj_geom_rectangle.cpp	gfx	done	MATCH	100	100	100	0	94	f		
?offsetXGet@TransformGestureEvent@fl_events@Instances@AS3@GFx@Scaleform@@QAEXAAN@Z	src/gfx/as3/obj/events/as3_obj_events_transformgestureevent.cpp	gfx	done	MATCH	100	100	100	0	27	f		
?offsetXSet@TransformGestureEvent@fl_events@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@N@Z	src/gfx/as3/obj/events/as3_obj_events_transformgestureevent.cpp	gfx	done	MATCH	100	100	100	0	25	f		
?offsetYGet@TransformGestureEvent@fl_events@Instances@AS3@GFx@Scaleform@@QAEXAAN@Z	src/gfx/as3/obj/events/as3_obj_events_transformgestureevent.cpp	gfx	done	MATCH	100	100	100	0	30	f		
?offsetYSet@TransformGestureEvent@fl_events@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@N@Z	src/gfx/as3/obj/events/as3_obj_events_transformgestureevent.cpp	gfx	done	MATCH	100	100	100	0	28	f		
?on_activate@base_game_scene@survarium@@UAEXXZ	vostok/game/sources/base_game_scene.cpp	game	done	MATCH	100	100	100	1	81	f	399947465537	
?on_activate@console_impl@vostok@@UAEXXZ	vostok/engine/sources/console_impl.cpp	engine	done	MATCH	100	100	100	0	33	f	3d8d86a4a7d9	
?on_activate@editor_console@engine@vostok@@UAEXXZ	vostok/engine/sources/editor_console.cpp	engine	done	MATCH	100	100	100	0	33	f	f6b072a61ef2	
?on_activate@free_fly_camera@survarium@@UAEXPAVcamera_director@2@@Z	vostok/game/sources/free_fly_camera.cpp	game	inprogress	SIZE	79.7544	79.7544	79.7544	0	210	f	e92403ae3948	
?on_activate@game_camera@survarium@@UAEXPAVcamera_director@2@@Z	vostok/game/sources/game_camera.cpp	game	done	MATCH	100	100	100	0	24	f	95faf5b23a3c	
?on_activate@game_console@engine@vostok@@UAEXXZ	vostok/engine/sources/game_console.cpp	engine	done	MATCH	100	100	100	0	53	f	90006dc5d2c4	
?on_activate@game_world@survarium@@UAEXXZ	vostok/game/sources/game_world.cpp	game	done	MATCH	100	100	100	1	147	f	6981f6ae6c08	
?on_activate@gamepad@receiver@input@vostok@@QAEXXZ	vostok/input/sources/receiver_gamepad_win_xbox360.cpp	input	done	MATCH	100	100	100	0	1	f	137f554ee0f6	
?on_activate@input_world@input@vostok@@UAEXXZ	vostok/input/sources/input_world.cpp	input	done	MATCH	100	100	100	1	8	f	7ab04dd70b4f	auto: at 100% ceiling, demoted from queue
?on_activate@keyboard@receiver@input@vostok@@QAEXXZ	vostok/input/sources/receiver_keyboard_win.cpp	input	done	MATCH	100	100	100	0	250	f	8582b7e57e31	
?on_activate@lobby_camera@survarium@@UAEXPAVcamera_director@2@@Z	vostok/game/sources/lobby_camera.cpp	game	done	MATCH	100	100	100	1	3	f	137f554ee0f6	
?on_activate@lobby_menu@survarium@@UAEXXZ	vostok/game/sources/lobby_menu.cpp	game	done	MATCH	100	100	100	1	102	f	b3360e68ee03	
?on_activate@login_menu@survarium@@UAEXXZ	vostok/game/sources/login_menu.cpp	game	done	MATCH	100	100	100	0	49	f	a9cc2f28c853	
?on_activate@main_menu@survarium@@UAEXXZ	vostok/game/sources/main_menu.cpp	game	done	MATCH	100	100	100	0	49	f	a9cc2f28c853	
?on_activate@mouse@receiver@input@vostok@@QAEXXZ	vostok/input/sources/receiver_mouse_win.cpp	input	done	MATCH	100	100	100	1	12	f	29951918df7c	auto: at 100% ceiling, demoted from queue
?on_active_sound_deserialized@ai_sound_player@survarium@@QAEXPAVreader@memory@vostok@@PAX@Z	vostok/game/sources/ai_sound_player.cpp	game	done	MATCH	100	100	100	1	3	f	137f554ee0f6	Complete ai_sound_player TU audit: restored trailing sounds array, positioned/hud dispatch, and target destructor statement shape; collection play/play_once exact; all remaining residuals parked with concrete compiler/caller reopen triggers.
?on_active_sound_serialized@ai_sound_player@survarium@@QAEXPAVwriter@memory@vostok@@0@Z	vostok/game/sources/ai_sound_player.cpp	game	parked	SIZE	96.5089	96.5089	96.5089	1	318		59bdc5bd4d0c	Target/source statement shape is complete (5/5), 96.51%. Residual is the logging/compiler context: target LOG_ERROR encodes original line 407 and inline callback construction, while current tree encodes the reconstructed line and shared logging helper; allocator delete also resolves through a different shared helper. Reopen only when original source-line mapping or logging/allocator inline ownership changes.
?on_added_queries@resources_manager@resources@vostok@@AAEXI@Z	vostok/core/sources/resources_manager_user_thread.cpp	core	done	MATCH	100	100	100	1	46	f	ada54f02aa14	auto: at 100% ceiling, demoted from queue
?on_affect_event@human_npc@survarium@@ABEXPBDW4hit_affects_type_enum@2@W4affect_event_type_enum@2@@Z	vostok/game/sources/human_npc.cpp	game	inprogress	MATCH	99.9891	99.9891	99.9891	1	258		0b0601e66727	
?on_after_addition@operator_impl@planning@ai@vostok@@QAEXPAVpropositional_planner@234@@Z	vostok/ai/sources/operator.cpp	ai	done	MATCH	100	100	100	1	36		8aa4c4077c63	auto: at 100% ceiling, demoted from queue
?on_after_editor_tick@engine_world@engine@vostok@@EAEXXZ	vostok/engine/sources/engine_world_editor.cpp	engine	done	MATCH	100	100	100	0	21	f	ebc7918749ea	
?on_after_editor_tick_impl@engine_world@engine@vostok@@AAEXXZ	vostok/engine/sources/engine_world_editor.cpp	engine	done	MATCH	100	100	100	0	100	f	28865bde3417	
?on_after_fire@weapon@survarium@@EAEXXZ	vostok/game/sources/weapon.cpp	game	parked	SIZE	61.3636	61.3636	61.3636	1	78	f	f7bfdfee05aa	structure-faithful (verified via --view structure-diff); QUANTITY/SPLIT is LTCG/codegen, not source-shape - 6=6 stmts; set_ammo_in_magazine reg-arg wall
?on_after_memory_initialized@memory@vostok@@YAXXZ	vostok/core/sources/memory_win.cpp	core	done	MATCH	100	100	100	1	5	f	137f554ee0f6	auto: at 100% ceiling, demoted from queue
?on_after_processing@lobby_camera@survarium@@UAEXPAUworld@input@vostok@@@Z	vostok/game/sources/lobby_camera.cpp	game	done	MATCH	100	100	100	1	3	f	137f554ee0f6	
?on_after_processing@player_input_handler@survarium@@EAEXPAUworld@input@vostok@@@Z	vostok/game/sources/player_input_handler.cpp	game	done	MATCH	100	100	100	1	226		bcf7f0412d85	
?on_after_tick@base_game_scene@survarium@@UAEXXZ	vostok/game/sources/base_game_scene.cpp	game	done	MATCH	100	100	100	1	13	f	11bb35cf6067	
?on_after_tick@game_world@survarium@@UAEXXZ	vostok/game/sources/game_world.cpp	game	done	MATCH	100	100	100	1	82	f	4525018b6c6e	
?on_aiming_event@weapon_core_aimed_fire_state_base@survarium@@MAE?AW4callback_return_type_enum@animation@vostok@@AAUanimation_callback_params@45@@Z	vostok/game_core/sources/weapon_core_aimed_fire_state_base.cpp	game_core	done	MATCH	100	100	100	2	111		2d5e8dec80fd	auto: at 100% ceiling (post-merge)
?on_all_subresources_ready@skeleton_model_instance_cook@render@vostok@@AAEXPAUskeleton_model_instance_cook_data@23@@Z	vostok/render/engine/sources/model_cooker.cpp	render	done	MATCH	100	100	100	1	506		18410d222995	Reconstructed and structure-audited complete model cooker TU; residuals stop at optimized accessor, zero-loop, and smart-pointer/LTO codegen.
?on_allocated_final_resource@query_result@resources@vostok@@AAEXXZ	vostok/core/sources/resources_query_result_allocation.cpp	core	done	MATCH	100	100	100	0	8	f	c229e0514397	
?on_allocated_raw_resource@resources_manager@resources@vostok@@AAEXPAVquery_result@23@@Z	vostok/core/sources/resources_manager_allocation.cpp	core	done	MATCH	100	100	100	1	28	f	8a1c84baaba0	auto: at 100% ceiling, demoted from queue
?on_ammo_empty@weapon@survarium@@EAEXXZ	vostok/game/sources/weapon.cpp	game	inprogress	QUANTITY	54.2857	54.2857	54.2857	1	22	f	ada787369c13	
?on_animation_end@human_npc@survarium@@QAEXXZ	vostok/game/sources/human_npc.cpp	game	inprogress	MATCH	99.9914	99.9914	99.9914	1	355		3a5067a20497	
?on_animation_end@weapon_core_animation_end_aware_state@survarium@@IAE?AW4callback_return_type_enum@animation@vostok@@AAUanimation_callback_params@45@@Z	vostok/game_core/sources/weapon_core_animation_end_aware_state.cpp	game_core	parked	SIZE	90.9167	90.9167	90.9167	1	109		0ded3e51cf9a	[PARTIAL 90.92%] empty_stub ASSERT recovered; residual is the LTCG-promoted intrusive_ptr::operator== convention (target passes the arg in eax, base pushes it). | game_core loop-2 closeout: non-steerable residual on VERIFIED structure (named-locals + statement structure match the target; bytes capped by toolchain). SIZE/SPLIT/unpaired = inline-vs-call (intrusive_ptr operator*/base-ctor/packet r<>+append/reset()/delete_helper/has_animation_ended/COMDAT). QUANTITY parked = cross-module-blocked (cc_bool/console_command recoil trio+on_skeleton+process_finger; scheduler optimized-COMDAT; get_weapon_lexeme temp idiom; finalize/apply inline wall) or structure-match-at-byte-ceiling. Per-fn detail in claude@NOTE.
?on_animation_end@weapon_core_shotgun_reload_finish_substate@survarium@@AAE?AW4callback_return_type_enum@animation@vostok@@AAUanimation_callback_params@45@@Z	vostok/game_core/sources/weapon_core_shotgun_reload_finish_substate.cpp	game_core	parked	SIZE	83.5484	83.5484	83.5484	1	98		60fba078ce13	[PARTIAL 83.55%] dummy::nonnull/finalize_impl ICF fold + intrusive_ptr::operator== operand scheduling (LTCG call-boundary). Structure matches statement-for-statement. | game_core loop-2 closeout: non-steerable residual on VERIFIED structure (named-locals + statement structure match the target; bytes capped by toolchain). SIZE/SPLIT/unpaired = inline-vs-call (intrusive_ptr operator*/base-ctor/packet r<>+append/reset()/delete_helper/has_animation_ended/COMDAT). QUANTITY parked = cross-module-blocked (cc_bool/console_command recoil trio+on_skeleton+process_finger; scheduler optimized-COMDAT; get_weapon_lexeme temp idiom; finalize/apply inline wall) or structure-match-at-byte-ceiling. Per-fn detail in claude@NOTE.
?on_animation_end@weapon_core_shotgun_reload_one_round_substate@survarium@@AAE?AW4callback_return_type_enum@animation@vostok@@AAUanimation_callback_params@45@@Z	vostok/game_core/sources/weapon_core_shotgun_reload_one_round_substate.cpp	game_core	parked	SIZE	83.5484	83.5484	83.5484	1	100		0ba1036e38a8	[PARTIAL 83.55%] dummy::nonnull/finalize_impl ICF fold + intrusive_ptr::operator== operand scheduling (LTCG call-boundary). Structure matches statement-for-statement. | game_core loop-2 closeout: non-steerable residual on VERIFIED structure (named-locals + statement structure match the target; bytes capped by toolchain). SIZE/SPLIT/unpaired = inline-vs-call (intrusive_ptr operator*/base-ctor/packet r<>+append/reset()/delete_helper/has_animation_ended/COMDAT). QUANTITY parked = cross-module-blocked (cc_bool/console_command recoil trio+on_skeleton+process_finger; scheduler optimized-COMDAT; get_weapon_lexeme temp idiom; finalize/apply inline wall) or structure-match-at-byte-ceiling. Per-fn detail in claude@NOTE.
?on_animation_end@weapon_core_shotgun_reload_start_substate@survarium@@AAE?AW4callback_return_type_enum@animation@vostok@@AAUanimation_callback_params@45@@Z	vostok/game_core/sources/weapon_core_shotgun_reload_start_substate.cpp	game_core	parked	SIZE	83	83	83	1	96		6fea12fceb2a	[PARTIAL 83%] intrusive_ptr::operator== operand scheduling (+0x1) and the ASSERT eater's ICF fold-name reloc; structure exact. | game_core loop-2 closeout: non-steerable residual on VERIFIED structure (named-locals + statement structure match the target; bytes capped by toolchain). SIZE/SPLIT/unpaired = inline-vs-call (intrusive_ptr operator*/base-ctor/packet r<>+append/reset()/delete_helper/has_animation_ended/COMDAT). QUANTITY parked = cross-module-blocked (cc_bool/console_command recoil trio+on_skeleton+process_finger; scheduler optimized-COMDAT; get_weapon_lexeme temp idiom; finalize/apply inline wall) or structure-match-at-byte-ceiling. Per-fn detail in claude@NOTE.
?on_animation_end_impl@weapon_core_aimed_fire_state_base@survarium@@EAEXAA_N@Z	vostok/game_core/sources/weapon_core_aimed_fire_state_base.cpp	game_core	done	MATCH	100	100	100	2	19		8fdc0ee41aee	auto: at 100% ceiling (post-merge)
?on_animation_end_impl@weapon_core_chamber_a_round_aimed_state_base@survarium@@EAEXAA_N@Z	vostok/game_core/sources/weapon_core_chamber_a_round_aimed_state_base.cpp	game_core	done	MATCH	100	100	100	2	33		e33132342ef5	auto: at 100% ceiling, demoted from queue
?on_animation_end_impl@weapon_core_chamber_a_round_state_base@survarium@@EAEXAA_N@Z	vostok/game_core/sources/weapon_core_chamber_a_round_state_base.cpp	game_core	done	MATCH	100	100	100	3	33		e33132342ef5	auto: at 100% ceiling, demoted from queue
?on_animation_end_impl@weapon_core_fire_state_base@survarium@@MAEXAA_N@Z	vostok/game_core/sources/weapon_core_fire_state_base.cpp	game_core	done	MATCH	100	100	100	2	19		8fdc0ee41aee	auto: at 100% ceiling, demoted from queue
?on_animation_end_impl@weapon_core_hide_state_base@survarium@@EAEXAA_N@Z	vostok/game_core/sources/weapon_core_hide_state_base.cpp	game_core	done	MATCH	100	100	100	1	45		b9af42120ad1	auto: at 100% ceiling, demoted from queue
?on_animation_end_impl@weapon_core_reload_state_base@survarium@@EAEXAA_N@Z	vostok/game_core/sources/weapon_core_reload_state_base.cpp	game_core	done	MATCH	100	100	100	3	33		fbdc72a35e40	auto: at 100% ceiling, demoted from queue
?on_animation_end_impl@weapon_core_show_state_base@survarium@@EAEXAA_N@Z	vostok/game_core/sources/weapon_core_show_state_base.cpp	game_core	done	MATCH	100	100	100	1	45		13d3bae27ee6	auto: at 100% ceiling, demoted from queue
?on_animation_finish@ai_world@ai@vostok@@UAEXQBUanimation_item@23@V?$resource_ptr@Vunmanaged_resource@resources@vostok@@Vunmanaged_intrusive_base@23@@resources@3@@Z	vostok/ai/sources/ai_world.cpp	ai	done	MATCH	100	100	100	1	91		0fee41682bb7	auto: at 100% ceiling, demoted from queue
?on_animation_ik_interval@weapon_core@survarium@@AAE?AW4callback_return_type_enum@animation@vostok@@AAUanimation_callback_params@45@@Z	vostok/game_core/sources/weapon_core.cpp	game_core	done	MATCH	100	100	100	4	281		7e529ae8e1fe	[DONE 99.2%] STRUCTURE MATCH 11/11 stmts, frame-size diff (push ecx vs sub esp,0Ch)
?on_animation_interval_end@animations_selector@survarium@@AAE?AW4callback_return_type_enum@animation@vostok@@AAUanimation_callback_params@45@@Z	vostok/game/sources/animations_selector.cpp	game	inprogress	SIZE	93	93	93	1	40	f	f60c77a16755	
?on_animations_loaded@animation_space_graph_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@V?$resource_ptr@Vbinary_config@configs@vostok@@Vunmanaged_intrusive_base@resources@3@@45@@Z	vostok/game/sources/animation_space_graph_cook.cpp	game	inprogress	QUANTITY	61.7148	61.7148	64.1787	2	916		485e25a4d321	Reconstructed from target /Od disasm: layout MALLOC, vertex placement loop, group walk, mixable pairs with post-inc edge cursor, generate_graph_edges call, set_unmanaged/finish tail. 4.5 -> 64.2; residual is record churn and accessor inline depth. agent_radius static home unresolved (sushi@TODO).
?on_animations_loaded@behaviour_cook@ai@vostok@@AAEXAAVqueries_result@resources@3@ABVbinary_config_value@configs@3@QAVbehaviour@23@@Z	vostok/ai/sources/behaviour_cook.cpp	ai	done	MATCH	100	100	100	1	302		ada49f24f03b	auto: at 100% ceiling, demoted from queue
?on_animations_loaded@ladder_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@ABVbinary_config_value@configs@5@@Z	vostok/game_core/sources/ladder_cook.cpp	game_core	parked	SIZE	80.0266	80.0266	80.0266	1	1649		e39fd4726e29	[PARTIAL 72.88%] resource_ptr/VOSTOK_NEW/c_ptr inline-vs-call walls (full structure-diff in trail) | game_core loop-2 closeout: non-steerable residual on VERIFIED structure (named-locals + statement structure match the target; bytes capped by toolchain). SIZE/SPLIT/unpaired = inline-vs-call (intrusive_ptr operator*/base-ctor/packet r<>+append/reset()/delete_helper/has_animation_ended/COMDAT). QUANTITY parked = cross-module-blocked (cc_bool/console_command recoil trio+on_skeleton+process_finger; scheduler optimized-COMDAT; get_weapon_lexeme temp idiom; finalize/apply inline wall) or structure-match-at-byte-ceiling. Per-fn detail in claude@NOTE.
?on_animations_loaded@weapon_user_animations_container_cook@survarium@@AAEXAAVqueries_result@resources@vostok@@@Z	vostok/game_core/sources/weapon_user_animations_container_cook.cpp	game_core	parked	SIZE	99.974	99.974	99.974	2	804		1534f3364e2b	[DONE 99.97%] only the frame-size imm + a trailing nop differ; the get_animations call targets resolve to the ICF-folded helper (operand-only, ignored by report fuzzy).
?on_application_activate@engine_world@engine@vostok@@UAEXXZ	vostok/engine/sources/engine_world.cpp	engine	done	MATCH	100	100	100	0	50	f	01cbff6643bf	
?on_application_activate@game@survarium@@EAEXXZ	vostok/game/sources/game.cpp	game	done	MATCH	100	100	100	1	79		c99d737bfdef	
?on_application_deactivate@engine_world@engine@vostok@@UAEXXZ	vostok/engine/sources/engine_world.cpp	engine	done	MATCH	100	100	100	0	41	f	090360c1f3fe	
?on_application_deactivate@game@survarium@@EAEXXZ	vostok/game/sources/game.cpp	game	done	MATCH	100	100	100	1	62		bf9a1fbc8961	
?on_artefact_container_use@generic_anomaly_core@survarium@@QAEXPAVartefact_container_core@2@@Z	vostok/game_core/sources/generic_anomaly_core_events.cpp	game_core	done	MATCH	100	100	100	1	67		247806df246f	auto: at 100% ceiling, demoted from queue
?on_async_effect_created@effect_manager@render@vostok@@AAEXAAVqueries_result@resources@3@PAV?$resource_ptr@Vres_effect@render@vostok@@Vunmanaged_intrusive_base@resources@3@@53@PAVeffect_descriptor@23@@Z	vostok/render/core/dx11/sources/effect_manager.cpp	render	done	MATCH	100	100	100	1	252	f	13bdf16e9108	
?on_async_effect_created_callback@effect_manager@render@vostok@@AAEXAAVqueries_result@resources@3@PAV?$resource_ptr@Vres_effect@render@vostok@@Vunmanaged_intrusive_base@resources@3@@53@PAVeffect_descriptor@23@V?$function@$$A6AXXZ@boost@@@Z	vostok/render/core/dx11/sources/effect_manager.cpp	render	parked				0	1	337			Faithful success/failure assignment followed by callback invocation; retail retains the Boost-bound member body while base LTCG removes it with the currently absent real callback path. No fabricated anchor.
?on_attached_to_player@game_world_ui@survarium@@QAEXV?$resource_ptr@Vplayer@survarium@@Vunmanaged_intrusive_base@resources@vostok@@@resources@vostok@@@Z	vostok/game/sources/game_world_ui.cpp	game	done	MATCH	100	100	100	3	333		506ca2b46b97	Recovered the target-only !b_show queue-clear guard and the world deactivation full Scaleform GC call; all three functions are byte-exact.
?on_automatic_archive_or_subfat_mounted@async_callbacks_data@vfs@vostok@@QAEXUmount_result@23@I@Z	vostok/vfs/sources/find_async_callbacks.cpp	vfs	inprogress	MATCH	99.8571	99.8571	99.8571	0	99		683fa479b910	
?on_base_resources_created@game@survarium@@AAEXAAVqueries_result@resources@vostok@@@Z	vostok/game/sources/game.cpp	game	parked	SPLIT	93.5831	93.5831	93.5831	2	1083		14407f4621dd	cross-module render headers/methods not declared in game (scene_renderer/render_engine_world/initialize_ui/output_window_configuration) - defining = modifying render unit
?on_before_active_object_changed@player@survarium@@EBEXABV?$resource_ptr@Vinteractive_object@survarium@@Vunmanaged_intrusive_base@resources@vostok@@@resources@vostok@@0@Z	vostok/game/sources/player.cpp	game	inprogress	SIZE	75	75	75	2	68	f	1a7e2b66943a	
?on_before_editor_tick@engine_world@engine@vostok@@EAE_NXZ	vostok/engine/sources/engine_world_editor.cpp	engine	done	MATCH	100	100	100	0	124	f	139c51815c36	
?on_before_fire@weapon@survarium@@EAEXXZ	vostok/game/sources/weapon.cpp	game	done	MATCH	100	100	100	0	1	f	137f554ee0f6	
?on_before_processing@lobby_camera@survarium@@UAEXPAUworld@input@vostok@@I@Z	vostok/game/sources/lobby_camera.cpp	game	done	MATCH	100	100	100	1	44	f	8b57ed84d0f1	
?on_before_processing@player_input_handler@survarium@@EAEXPAUworld@input@vostok@@I@Z	vostok/game/sources/player_input_handler.cpp	game	done	MATCH	100	100	100	1	90	f	a4ba85e8f2bd	
?on_before_reuse@bullet_physics_world@physics@vostok@@UAEXXZ	vostok/physics/sources/bullet_physics_world.cpp	physics	done	MATCH	100	100	100	1	14	f	c59cdd824d77	auto: at 100% ceiling, demoted from queue
?on_before_search@?$impl@Uvertex_allocator_impl_type@animations_search_service@survarium@@Ulook_up_cell_type@23@@fixed_count_hash@vertex_manager@ai@vostok@@QAEXXZ	vostok/ai/search/vertex_manager_fixed_count_hash_inline.h	ai	blocked				0	0	75	f		
?on_before_search@?$impl@Uvertex_allocator_impl_type@search_base@planning@ai@vostok@@Ulook_up_cell_type@2345@@fixed_count_hash@vertex_manager@ai@vostok@@QAEXXZ	vostok/ai/search/vertex_manager_fixed_count_hash_inline.h	ai	done	MATCH	100	100	100	0	129		b782b3107916	
